"user_id","rec_anime_id"
"8192","1221, 1567, 2450"
"8193","31592, 311, 3072"
"8195","1221, 12671, 1578"
"8196","8394, 978, 1186"
"8197","1221, 1567, 971"
"8198","3507, 2291, 1380"
"8199","1623, 3704, 1481"
"8200","30915, 13119, 8837"
"8201","2291, 832, 4503"
"8202","2012, 86, 30915"
"8203","2920, 1853, 23711"
"8204","2284, 2044, 10359"
"8205","2747, 1153, 2322"
"8206","1853, 2858, 4084"
"8207","3129, 31491, 2527"
"8210","295, 8361, 3254"
"8211","31491, 2527, 4388"
"8212","5753, 2322, 33074"
"8213","311, 8358, 1399"
"8214","764, 10330, 32365"
"8215","30915, 29876, 32415"
"8216","10263, 5753, 2736"
"8217","305, 159, 1371"
"8218","1221, 31592, 4566"
"8219","1853, 3704, 4388"
"8220","28669, 10534, 1906"
"8221","30915, 5753, 6714"
"8222","10263, 1924, 1792"
"8223","31490, 23725, 23777"
"8224","23301, 2390, 1573"
"8225","20871, 11043, 9673"
"8226","25397, 1816, 28617"
"8227","10263, 3437, 1924"
"8228","2291, 2200, 6251"
"8229","10263, 1792, 1925"
"8230","1558, 3105, 4388"
"8231","7334, 10330, 30714"
"8232","2200, 1558, 3105"
"8233","2012, 30915, 6050"
"8234","3019, 2322, 1794"
"8235","86, 1707, 29876"
"8236","28511, 3239, 1228"
"8237","10263, 31592, 2284"
"8238","31050, 86, 13119"
"8239","17745, 13619, 3072"
"8240","3196, 22695, 1925"
"8241","1399, 5763, 1560"
"8242","10263, 1493, 2284"
"8245","1186, 7861, 1153"
"8246","9487, 15839, 19857"
"8247","3437, 1957, 2947"
"8248","3437, 1493, 9328"
"8249","295, 3254, 2284"
"8250","1853, 5343, 31050"
"8251","8097, 832, 13993"
"8252","2920, 3072, 2851"
"8254","2012, 86, 30915"
"8255","1707, 29876, 971"
"8256","10263, 31050, 2012"
"8257","1853, 1558, 3105"
"8259","5763, 4416, 971"
"8260","21575, 8245, 31491"
"8261","5753, 1924, 2920"
"8262","10263, 1558, 305"
"8265","5753, 3854, 14685"
"8266","9487, 3129, 15839"
"8267","21575, 33221, 3625"
"8269","2012, 86, 30915"
"8270","31050, 2291, 23423"
"8272","5753, 21575, 8245"
"8273","23301, 2012, 11375"
"8274","31117, 10263, 3868"
"8275","1221, 26183, 7861"
"8276","23301, 19291, 604"
"8277","31490, 3507, 1707"
"8278","3019, 10457, 21597"
"8279","1759, 1558, 3105"
"8280","3437, 22695, 2920"
"8282","2281, 31821, 4886"
"8283","7723, 3072, 1652"
"8284","3196, 22695, 2920"
"8285","1925, 1923, 1558"
"8286","10263, 1792, 1925"
"8287","377, 32051, 6714"
"8288","7303, 3854, 14685"
"8289","2291, 13047, 2292"
"8290","10263, 17249, 1792"
"8291","2390, 1221, 1573"
"8292","1481, 3129, 2506"
"8293","2269, 1541, 10827"
"8294","1558, 1224, 2484"
"8295","377, 29876, 32051"
"8296","1558, 1179, 2818"
"8297","3437, 8097, 1493"
"8298","10263, 3437, 3196"
"8299","1925, 1923, 2858"
"8300","1153, 1759, 31050"
"8301","10263, 1493, 3196"
"8302","86, 4566, 1707"
"8303","10766, 1179, 4264"
"8304","1880, 5763, 14647"
"8306","1399, 5763, 86"
"8307","1792, 1925, 1923"
"8308","1090, 1091, 1558"
"8310","3437, 8097, 1493"
"8311","9487, 15839, 19857"
"8312","12725, 31490, 16442"
"8313","5763, 86, 30915"
"8314","22695, 3239, 4388"
"8315","10263, 17249, 2269"
"8316","13619, 1794, 295"
"8317","2871, 9328, 13245"
"8318","31490, 2041, 28789"
"8319","1558, 30845, 4388"
"8320","31490, 1517, 4690"
"8321","1221, 1567, 971"
"8322","8394, 4060, 2294"
"8323","5753, 2269, 1906"
"8324","31592, 28495, 24273"
"8325","2713, 890, 9629"
"8326","1853, 1924, 1481"
"8327","1853, 1802, 4037"
"8328","4388, 3776, 2574"
"8329","5753, 311, 33221"
"8330","2041, 12725, 377"
"8331","17249, 2269, 17745"
"8332","6286, 31050, 6402"
"8333","6509, 23115, 3826"
"8336","1380, 8358, 2736"
"8337","1221, 1567, 971"
"8338","4388, 1792, 6509"
"8339","1925, 1923, 1853"
"8340","2920, 1853, 2044"
"8342","1558, 86, 30915"
"8343","9629, 3095, 15925"
"8344","1399, 26019, 1925"
"8345","2284, 3868, 14685"
"8346","10263, 3437, 1493"
"8347","832, 1399, 5763"
"8348","1221, 971, 1925"
"8349","1838, 2108, 831"
"8350","8097, 30531, 7435"
"8351","1792, 2322, 9487"
"8352","1925, 1923, 1853"
"8354","832, 1399, 4503"
"8355","1743, 1275, 3396"
"8356","3437, 1493, 22695"
"8357","1493, 3196, 2920"
"8358","3625, 1524, 1014"
"8359","8097, 832, 13993"
"8360","1137, 12725, 32365"
"8361","24273, 2527, 1560"
"8362","5763, 8361, 5830"
"8363","10263, 2269, 2747"
"8364","3196, 1925, 2920"
"8365","1567, 7303, 1640"
"8366","1567, 1647, 5096"
"8367","1380, 1517, 347"
"8368","10263, 1925, 1923"
"8369","2390, 1221, 86"
"8371","2390, 2570, 23037"
"8372","28713, 7334, 10330"
"8373","3704, 28961, 2291"
"8374","5684, 311, 1805"
"8375","1925, 1923, 4503"
"8376","23301, 19291, 504"
"8377","10263, 1925, 1923"
"8378","86, 6050, 1578"
"8379","9487, 15839, 19857"
"8381","5753, 1925, 1923"
"8382","1853, 4084, 2920"
"8383","1924, 1792, 1925"
"8384","1399, 5763, 2291"
"8385","17249, 11867, 311"
"8386","14647, 27629, 2484"
"8388","6714, 2041, 28789"
"8389","10263, 5753, 3196"
"8390","6509, 3826, 1224"
"8391","1853, 2858, 7045"
"8392","2390, 1573, 1864"
"8393","5753, 2284, 3868"
"8397","311, 8358, 1399"
"8398","5753, 31050, 1534"
"8400","10534, 1906, 1399"
"8401","1221, 1567, 971"
"8402","4503, 3776, 2574"
"8403","4566, 1707, 29876"
"8404","14647, 27629, 1224"
"8405","12671, 4566, 978"
"8406","10263, 27613, 2322"
"8407","12725, 32051, 6714"
"8408","1853, 2044, 12361"
"8409","8245, 295, 31491"
"8410","7303, 1924, 22695"
"8411","2284, 1450, 1743"
"8412","3129, 4388, 3776"
"8413","1380, 31763, 971"
"8414","2322, 3072, 1839"
"8415","2536, 31592, 2193"
"8416","1853, 2291, 2292"
"8418","1224, 305, 2484"
"8419","4388, 7664, 30845"
"8420","10263, 3437, 1493"
"8421","3507, 31050, 1380"
"8422","10263, 3437, 1493"
"8423","3095, 3704, 2858"
"8424","9487, 15839, 19857"
"8426","11617, 11757, 170"
"8428","31490, 16442, 32574"
"8429","1221, 8358, 31050"
"8430","9487, 15839, 3511"
"8431","5753, 1558, 305"
"8432","2920, 1226, 1759"
"8434","3826, 347, 1558"
"8435","3507, 978, 1380"
"8436","9328, 16419, 33902"
"8437","1924, 1481, 1853"
"8438","10263, 5753, 1924"
"8439","2284, 314, 2747"
"8440","1493, 3196, 3854"
"8441","10263, 1573, 1578"
"8442","3437, 1493, 3196"
"8443","305, 12671, 2294"
"8444","1399, 5763, 2291"
"8445","930, 24273, 3381"
"8447","3625, 295, 6511"
"8448","978, 1380, 7861"
"8449","2284, 2269, 3868"
"8450","3486, 602, 1792"
"8451","1541, 10827, 2416"
"8452","1399, 4416, 16608"
"8454","1493, 14647, 22695"
"8455","4388, 1853, 1014"
"8456","1924, 1481, 31050"
"8457","3437, 930, 1792"
"8458","10534, 28495, 295"
"8460","1493, 22695, 2920"
"8461","10263, 3437, 1493"
"8462","8245, 23115, 6465"
"8464","15451, 170, 27899"
"8465","13993, 8245, 27613"
"8468","1925, 1923, 1558"
"8469","2450, 10810, 30364"
"8470","26183, 2253, 1346"
"8471","10534, 27737, 30039"
"8472","1925, 1923, 2858"
"8473","10263, 1924, 1925"
"8474","3437, 1493, 3196"
"8475","5753, 33221, 1558"
"8476","27613, 31050, 18755"
"8477","27613, 24273, 2688"
"8478","3196, 3854, 13993"
"8479","3437, 1792, 9487"
"8480","12725, 1221, 4566"
"8481","2688, 31491, 29413"
"8482","27613, 1759, 31050"
"8483","10263, 1792, 1925"
"8484","3437, 3196, 3854"
"8485","1925, 1923, 3095"
"8487","7334, 10330, 28537"
"8488","17249, 718, 29831"
"8489","2284, 10534, 22695"
"8490","10263, 1924, 2322"
"8491","1925, 1923, 4503"
"8492","27613, 12585, 24273"
"8493","5753, 112, 1534"
"8495","6465, 1845, 1853"
"8496","8245, 6465, 1845"
"8497","10534, 1906, 1399"
"8498","29976, 31490, 5967"
"8499","3437, 3854, 1924"
"8500","1493, 2284, 22695"
"8501","4388, 16608, 1145"
"8502","2284, 14685, 1153"
"8503","3437, 1925, 1923"
"8504","5763, 4503, 2291"
"8505","31490, 1186, 582"
"8507","1792, 1759, 31050"
"8508","31050, 1845, 33221"
"8509","1481, 1759, 1558"
"8510","19291, 1435, 2284"
"8511","31050, 1558, 3105"
"8512","2484, 28713, 7334"
"8513","11717, 31113, 6465"
"8515","13245, 3196, 5267"
"8516","23249, 86, 8394"
"8517","1853, 11717, 14543"
"8518","1853, 11717, 14543"
"8519","3072, 1228, 1652"
"8520","832, 3507, 693"
"8522","1924, 2920, 1481"
"8525","3625, 1558, 3105"
"8526","10263, 1792, 4503"
"8527","31592, 31490, 16442"
"8528","22695, 33221, 28929"
"8529","1481, 1558, 10090"
"8531","8097, 10534, 33221"
"8532","27613, 31050, 6465"
"8533","9875, 1957, 752"
"8534","8245, 6465, 1853"
"8535","11717, 27789, 12585"
"8536","1399, 5763, 4503"
"8537","3437, 8097, 1493"
"8538","3437, 7303, 9673"
"8540","311, 2570, 2041"
"8543","1853, 8245, 1845"
"8544","3625, 3381, 4416"
"8545","3437, 1493, 1924"
"8546","10263, 5967, 5968"
"8548","13145, 890, 1382"
"8549","3101, 5763, 9629"
"8550","8245, 22013, 23115"
"8551","10263, 3437, 2947"
"8552","1493, 14647, 22695"
"8553","5753, 7303, 3868"
"8554","2291, 1853, 1558"
"8555","12585, 31050, 7723"
"8557","2291, 305, 2292"
"8558","12783, 21653, 25397"
"8559","5753, 2747, 2736"
"8560","10263, 1925, 1923"
"8561","3095, 6465, 1558"
"8562","6465, 1845, 14543"
"8563","33902, 28929, 7045"
"8564","10263, 1924, 1792"
"8565","1853, 3254, 8245"
"8566","29413, 30128, 4264"
"8567","4388, 3776, 2574"
"8568","1759, 6511, 7723"
"8569","14647, 27629, 13619"
"8570","30825, 10528, 1373"
"8571","1493, 14647, 22695"
"8572","377, 1082, 1920"
"8573","2269, 10534, 1929"
"8574","5753, 3868, 1924"
"8575","2920, 1481, 4503"
"8576","23423, 4042, 24171"
"8577","1493, 14647, 22695"
"8578","5753, 1558, 1179"
"8579","3437, 5753, 1493"
"8580","33221, 10766, 1179"
"8581","1924, 33221, 3625"
"8582","1924, 1481, 1558"
"8583","1853, 3704, 30845"
"8584","7303, 1153, 3511"
"8585","3437, 8097, 1493"
"8586","10263, 1792, 3511"
"8587","5763, 1560, 693"
"8588","22695, 1153, 30531"
"8589","3437, 2284, 930"
"8590","3727, 23711, 22733"
"8591","3868, 295, 3072"
"8592","1924, 1925, 1481"
"8593","10263, 1792, 1925"
"8594","31050, 7045, 27613"
"8596","22695, 31491, 4147"
"8597","31491, 1759, 31050"
"8599","3196, 2648, 14647"
"8600","6465, 1845, 5753"
"8601","1399, 5763, 4416"
"8603","30825, 10528, 1373"
"8605","1924, 1481, 3072"
"8606","1853, 3095, 7045"
"8607","832, 1399, 5763"
"8608","305, 3704, 693"
"8609","10263, 1925, 1923"
"8610","10534, 33221, 28495"
"8611","1179, 1853, 14543"
"8612","1924, 1481, 1759"
"8613","4147, 23711, 7045"
"8614","1805, 2570, 23037"
"8616","1493, 21575, 3868"
"8617","33221, 31050, 32034"
"8618","28929, 1623, 5753"
"8619","1925, 1923, 3095"
"8620","30825, 1493, 14647"
"8621","1148, 2863, 2851"
"8622","5753, 3868, 3854"
"8624","5753, 2269, 1906"
"8626","1924, 1481, 1759"
"8628","5753, 31050, 1558"
"8629","1014, 7435, 7436"
"8630","8097, 1493, 21575"
"8631","103, 2442, 2858"
"8632","1924, 1481, 1558"
"8633","10263, 1925, 1923"
"8634","6465, 1845, 1224"
"8635","3196, 3854, 13993"
"8636","28713, 7334, 10330"
"8637","1759, 29413, 30128"
"8639","24273, 30531, 19633"
"8641","3507, 978, 1380"
"8642","28713, 7334, 10330"
"8643","2390, 28669, 32051"
"8644","10263, 3437, 1493"
"8645","26019, 2269, 1380"
"8646","1399, 5763, 1560"
"8647","4084, 3095, 3254"
"8648","12585, 1558, 3105"
"8650","2106, 15279, 17843"
"8652","1792, 2322, 305"
"8653","25429, 27411, 31680"
"8654","2284, 3072, 1224"
"8655","305, 1380, 3129"
"8656","1759, 31050, 1275"
"8657","305, 7303, 1925"
"8658","6509, 23115, 3826"
"8659","2947, 15279, 30531"
"8662","4566, 718, 8017"
"8663","22695, 307, 2291"
"8664","10263, 3003, 4084"
"8665","10263, 1925, 1923"
"8667","377, 23725, 1805"
"8668","8245, 22013, 23115"
"8669","3254, 14685, 1224"
"8670","3437, 3196, 1924"
"8671","6986, 7712, 10375"
"8672","12725, 17249, 24171"
"8673","1924, 1481, 1558"
"8675","10263, 3437, 3196"
"8676","8245, 23115, 1853"
"8677","12725, 31490, 16442"
"8678","32574"
"8679","1399, 5763, 1560"
"8680","31050, 1145, 1611"
"8683","1558, 3105, 4388"
"8684","832, 1399, 5763"
"8686","764, 3059, 19251"
"8687","31050, 7723, 31491"
"8688","4566, 1658, 5742"
"8689","10263, 3437, 1925"
"8690","8097, 832, 13993"
"8692","8245, 31491, 6465"
"8693","1924, 1481, 1558"
"8694","3019, 1924, 1792"
"8695","21575, 2747, 1792"
"8696","3072, 1558, 3105"
"8697","3196, 2648, 14647"
"8699","31490, 13619, 28929"
"8700","10263, 1399, 1792"
"8701","3437, 3196, 2920"
"8703","2322, 12361, 1924"
"8704","23579, 16419, 10375"
"8705","1558, 1623, 3105"
"8706","1558, 305, 5753"
"8707","10263, 1421, 2044"
"8709","1924, 1481, 1558"
"8710","1794, 1179, 1795"
"8711","978, 3625, 6511"
"8712","31050, 33221, 32034"
"8713","1906, 3625, 28495"
"8714","27613, 24273, 19633"
"8715","1924, 2920, 1481"
"8716","2106, 1373, 15279"
"8717","8245, 27613, 30531"
"8718","12783, 21653, 25397"
"8720","1924, 2920, 1481"
"8721","28929, 16608, 1224"
"8724","29976, 25431, 31050"
"8725","3437, 8097, 1493"
"8727","16608, 1275, 3396"
"8729","3868, 295, 10766"
"8730","32034, 9494, 1845"
"8731","10263, 1925, 1923"
"8732","8097, 832, 13993"
"8733","1558, 3105, 3437"
"8734","10263, 2269, 1929"
"8735","27613, 9487, 24273"
"8736","3776, 2574, 4388"
"8737","30100, 6890, 19029"
"8739","1792, 2920, 3072"
"8742","3437, 1380, 31763"
"8743","30825, 2947, 5753"
"8744","5753, 3868, 33221"
"8745","13993, 8245, 27613"
"8746","1493, 14647, 22695"
"8747","10028, 305, 10048"
"8748","27613, 12585, 1759"
"8750","3437, 9328, 21575"
"8751","1759, 1275, 3396"
"8752","1853, 8245, 7303"
"8753","15611, 23725, 32553"
"8754","3625, 1558, 3105"
"8755","5753, 1558, 2484"
"8756","9629, 347, 14947"
"8757","12725, 311, 8358"
"8759","2506, 1853, 305"
"8762","1493, 14647, 22695"
"8763","5753, 14685, 8245"
"8764","9328, 1792, 31491"
"8765","9487, 3129, 31491"
"8766","28713, 632, 4997"
"8767","3437, 1493, 22695"
"8768","307, 3776, 2574"
"8769","1493, 2284, 3196"
"8770","10263, 1924, 1925"
"8771","17249, 2688, 31491"
"8772","7303, 311, 8358"
"8773","23299, 31491, 4147"
"8774","3239, 2484, 10199"
"8775","3196, 2648, 14647"
"8778","10263, 1924, 1925"
"8780","1399, 4416, 5763"
"8781","31490, 3437, 7303"
"8784","5753, 24273, 1759"
"8785","22013, 31491, 6465"
"8786","3437, 2920, 1558"
"8787","31050, 7045, 30825"
"8788","5753, 33221, 1794"
"8789","26183, 718, 9487"
"8790","1493, 13993, 1657"
"8792","10263, 1792, 1925"
"8793","890, 1382, 2858"
"8794","3507, 1880, 978"
"8795","10534, 1792, 2322"
"8796","2608, 20655, 15219"
"8797","27613, 12585, 24273"
"8798","3437, 3196, 1924"
"8799","3437, 1924, 1481"
"8800","12725, 1929, 24171"
"8801","1845, 6465, 6293"
"8802","2284, 1865, 3605"
"8803","14317, 971, 3545"
"8804","1845, 14543, 8245"
"8805","4566, 1658, 718"
"8806","3437, 8097, 1493"
"8807","1386, 5849, 9127"
"8808","1558, 3105, 4388"
"8809","31050, 23423, 4042"
"8810","29413, 30128, 1558"
"8811","1558, 1623, 3105"
"8812","14647, 27629, 16608"
"8813","30705, 708, 9875"
"8815","1558, 1623, 1179"
"8817","1925, 1923, 4503"
"8818","3437, 17249, 8097"
"8819","832, 2747, 1399"
"8820","13119, 5691, 31050"
"8821","31490, 10457, 1493"
"8822","3437, 1924, 1792"
"8823","30705, 2525, 10807"
"8824","978, 1924, 33221"
"8825","12725, 1221, 4566"
"8826","2920, 2736, 4104"
"8827","5763, 1880, 3196"
"8828","22695, 31491, 4147"
"8829","27613, 1759, 31050"
"8830","1623, 5753, 21575"
"8831","1493, 2284, 1924"
"8832","5753, 31050, 1558"
"8833","1929, 1153, 1224"
"8834","27613, 12585, 24273"
"8835","23299, 18755, 7045"
"8836","10263, 3437, 1493"
"8837","3437, 8097, 1493"
"8838","8245, 27613, 31050"
"8839","1924, 1794, 1481"
"8841","23299, 13619, 7045"
"8842","10263, 1399, 3625"
"8843","3437, 1493, 1924"
"8844","8245, 6465, 1845"
"8845","28713, 7334, 10330"
"8846","1792, 2322, 9487"
"8847","6509, 23115, 3826"
"8848","4566, 1658, 718"
"8849","17745, 33221, 3625"
"8850","10263, 3437, 17249"
"8852","2598, 6465, 1845"
"8853","2709, 3196, 3854"
"8854","2322, 9487, 15839"
"8855","5753, 1179, 1228"
"8856","29413, 30128, 1224"
"8857","3625, 1226, 1560"
"8858","1224, 2036, 4388"
"8859","2284, 14685, 1153"
"8860","31050, 2450, 10810"
"8861","5763, 9629, 2851"
"8863","5753, 1558, 1179"
"8864","27613, 12585, 31050"
"8865","3072, 31050, 1558"
"8866","2284, 1906, 1792"
"8868","3437, 8097, 1924"
"8870","16608, 2506, 20379"
"8871","28713, 29976, 30915"
"8872","30531, 31491, 6465"
"8873","22695, 1153, 8245"
"8874","8097, 2284, 2709"
"8875","1493, 14647, 22695"
"8876","27613, 2688, 31491"
"8877","26183, 718, 2253"
"8878","832, 1399, 5763"
"8879","1493, 2284, 9328"
"8880","1399, 2044, 6509"
"8881","3511, 1853, 30845"
"8884","2450, 10810, 30364"
"8885","305, 3704, 10263"
"8886","305, 10263, 3868"
"8887","20871, 9979, 11867"
"8888","28929, 1623, 1865"
"8889","22695, 1153, 22013"
"8891","23299, 33074, 1014"
"8893","31117, 1880, 1792"
"8894","3072, 31050, 1652"
"8895","1493, 2525, 21575"
"8896","3437, 2284, 1153"
"8897","1399, 2291, 13047"
"8898","2947, 8097, 10534"
"8899","1957, 3019, 10457"
"8900","1924, 1481, 3072"
"8901","3868, 28929, 2858"
"8903","3437, 1493, 1399"
"8905","1924, 13619, 1481"
"8906","1399, 693, 6511"
"8907","4388, 30845, 18755"
"8908","1558, 1623, 3105"
"8909","2525, 5267, 14647"
"8910","9487, 15839, 4388"
"8913","3437, 2747, 22695"
"8914","2284, 3196, 22695"
"8915","3072, 2851, 1652"
"8916","30531, 1845, 2871"
"8917","23115, 1853, 11717"
"8918","6465, 1845, 14543"
"8919","2012, 764, 2281"
"8920","10263, 1925, 1923"
"8921","24171, 23423, 4042"
"8924","8097, 14647, 27629"
"8925","10263, 1792, 1925"
"8926","305, 7334, 29976"
"8927","1924, 2920, 1481"
"8928","1558, 1623, 3105"
"8929","31763, 29831, 25431"
"8930","17249, 2284, 4503"
"8931","2947, 2322, 10199"
"8933","3437, 1924, 22695"
"8934","28929, 1275, 3396"
"8935","3437, 1493, 3196"
"8936","28713, 23249, 7334"
"8937","1493, 2525, 21575"
"8939","3196, 1924, 2920"
"8941","2284, 5753, 3826"
"8943","14647, 27629, 24273"
"8944","10263, 5753, 1558"
"8945","8245, 23115, 6465"
"8946","24171, 28869, 1153"
"8947","31050, 1759, 33221"
"8948","3019, 1493, 5267"
"8949","3437, 1493, 1924"
"8950","5753, 3868, 33221"
"8951","305, 3704, 1864"
"8952","8394, 5967, 5968"
"8953","1845, 6465, 30531"
"8954","7303, 1924, 1481"
"8955","9487, 24273, 15839"
"8956","10263, 17249, 1924"
"8957","832, 1399, 5763"
"8958","3437, 5753, 2284"
"8959","2525, 21703, 33902"
"8960","11717, 31050, 1103"
"8961","28713, 23249, 7334"
"8963","5753, 2269, 3868"
"8964","2284, 1153, 31050"
"8965","5712, 3626, 2291"
"8966","2284, 21575, 7303"
"8967","30825, 10528, 1373"
"8968","8245, 30531, 22013"
"8969","11547, 14947, 9770"
"8970","24171, 28869, 11717"
"8973","5753, 1853, 1534"
"8974","8245, 23115, 2863"
"8975","1558, 4388, 9487"
"8976","2284, 3704, 7303"
"8977","31050, 32034, 9494"
"8978","3196, 3854, 13993"
"8979","10263, 3437, 17249"
"8980","2947, 1792, 2322"
"8981","10263, 2291, 2668"
"8982","1925, 1923, 3704"
"8983","1924, 1481, 3072"
"8984","7303, 1924, 27613"
"8985","22695, 33221, 28929"
"8987","22695, 33221, 10766"
"8988","31491, 6465, 8245"
"8989","5753, 3854, 14685"
"8990","3437, 1924, 1399"
"8991","7303, 1224, 6511"
"8992","86, 29976, 13145"
"8993","8245, 30531, 22013"
"8994","5753, 3868, 2920"
"8995","17249, 2688, 31491"
"8996","3437, 1493, 3196"
"8998","1558, 3105, 4388"
"8999","3507, 23249, 27525"
"9000","3511, 31050, 2284"
"9001","30243, 3437, 1493"
"9002","33046, 31763, 911"
"9003","28669, 2408, 5712"
"9004","22695, 1153, 2688"
"9005","15045, 1442, 2745"
"9006","17249, 1839, 2851"
"9007","2920, 1558, 2851"
"9008","1145, 3868, 1792"
"9009","28713, 504, 3507"
"9010","2920, 9629, 347"
"9011","3437, 2747, 22695"
"9013","3196, 1924, 2920"
"9015","1853, 307, 2291"
"9016","30100, 4443, 10528"
"9017","30243, 2947, 5753"
"9018","8097, 10534, 33221"
"9020","1186, 7303, 3868"
"9022","22695, 1153, 30531"
"9023","6465, 1845, 11717"
"9024","3196, 3854, 13993"
"9025","3196, 1924, 2920"
"9027","28929, 10766, 2818"
"9028","3437, 1493, 9328"
"9029","33221, 28929, 10766"
"9030","8245, 28929, 30531"
"9031","33221, 2920, 1481"
"9032","2828, 1375, 95"
"9033","1906, 12585, 25431"
"9034","1481, 1853, 4503"
"9035","4388, 3776, 2574"
"9036","7303, 1924, 3625"
"9037","3507, 1880, 978"
"9038","5753, 23985, 7081"
"9039","2284, 599, 6511"
"9040","26183, 1924, 1481"
"9042","27613, 1759, 31050"
"9043","8245, 27613, 31050"
"9044","10766, 6465, 1845"
"9045","7303, 22695, 10766"
"9046","7303, 307, 2291"
"9047","1399, 693, 2291"
"9048","4388, 3776, 2574"
"9049","10263, 3437, 8097"
"9050","8394, 4060, 1380"
"9051","890, 1382, 1759"
"9053","2920, 1558, 12361"
"9054","12671, 31490, 5967"
"9055","305, 3704, 890"
"9056","3254, 28511, 6511"
"9057","12725, 29976, 31490"
"9058","332, 3776, 2574"
"9059","1924, 1481, 1558"
"9060","3507, 602, 2291"
"9061","23299, 13619, 7045"
"9062","2450, 33221, 10810"
"9063","9328, 1792, 31491"
"9064","12725, 2947, 17249"
"9065","3437, 1924, 2920"
"9066","1924, 1481, 1558"
"9067","33221, 31050, 32034"
"9068","5763, 1560, 693"
"9069","1924, 27613, 1481"
"9070","10263, 1792, 1925"
"9071","3437, 17249, 8097"
"9072","12725, 1221, 2269"
"9074","86, 2109, 2110"
"9076","8245, 27613, 22013"
"9078","2858, 4084, 3095"
"9079","22695, 1153, 8245"
"9080","1906, 28495, 32034"
"9081","2012, 86, 30915"
"9082","3196, 1558, 3105"
"9083","1380, 5343, 2450"
"9085","1221, 1524, 2858"
"9086","3259, 305, 1558"
"9087","8097, 2284, 3625"
"9088","86, 915, 1592"
"9090","8245, 6465, 1853"
"9091","4566, 1707, 377"
"9092","305, 1558, 2200"
"9093","17249, 28495, 24273"
"9094","5753, 24273, 295"
"9095","8245, 23115, 31491"
"9096","6509, 23711, 22695"
"9098","22695, 6509, 3727"
"9099","27613, 12585, 1759"
"9100","28713, 7334, 10330"
"9101","1924, 1481, 31050"
"9102","30825, 4443, 10528"
"9103","1380, 8358, 2450"
"9104","7303, 1153, 3381"
"9105","6986, 7712, 10691"
"9106","8245, 27613, 12585"
"9108","10263, 31490, 8358"
"9109","8245, 27613, 2920"
"9110","1399, 1153, 3625"
"9111","1924, 27613, 1481"
"9112","1924, 1481, 1759"
"9113","8245, 30531, 22013"
"9116","10263, 3437, 17249"
"9117","5753, 31050, 1558"
"9118","1845, 307, 1891"
"9119","8097, 33221, 23299"
"9120","86, 31763, 2109"
"9121","10263, 1924, 1792"
"9122","33221, 7435, 7436"
"9123","10263, 5967, 5968"
"9125","30531, 31491, 1853"
"9127","1924, 1481, 2506"
"9128","2291, 2292, 5763"
"9129","31490, 2450, 1179"
"9130","17249, 2269, 2655"
"9131","1925, 1923, 1331"
"9132","10263, 1792, 1925"
"9133","1792, 2322, 9487"
"9134","2525, 5267, 14647"
"9135","2284, 28929, 1179"
"9136","31050, 1399, 6217"
"9137","8245, 30531, 6465"
"9138","12725, 2284, 9328"
"9139","1924, 1481, 1558"
"9140","10263, 1924, 1925"
"9141","1792, 1839, 1145"
"9142","10263, 1925, 1923"
"9143","1481, 1845, 305"
"9145","5753, 1558, 3105"
"9147","7303, 3511, 1839"
"9149","1925, 1923, 4503"
"9151","2390, 1221, 1573"
"9152","2284, 14685, 1153"
"9154","6465, 1148, 1845"
"9155","2390, 32051, 23153"
"9156","13245, 19067, 22733"
"9157","10263, 3437, 17249"
"9158","2284, 7303, 14647"
"9160","2709, 3196, 3854"
"9161","22695, 24273, 20929"
"9162","305, 1578, 28669"
"9164","1179, 1558, 3105"
"9166","1924, 1481, 1853"
"9167","3129, 1853, 4388"
"9170","2947, 1792, 2322"
"9172","13993, 8245, 27613"
"9173","1792, 1558, 3105"
"9174","3776, 2574, 10263"
"9175","1924, 1481, 3072"
"9176","2269, 10534, 1929"
"9177","22695, 33221, 28929"
"9178","1924, 1925, 1481"
"9180","3437, 8097, 1493"
"9181","4566, 1658, 718"
"9182","30243, 13245, 22695"
"9183","28929, 1179, 14947"
"9184","10263, 3437, 1924"
"9185","11755, 30100, 4443"
"9187","295, 1145, 1053"
"9188","1558, 1623, 3105"
"9189","10263, 2947, 3019"
"9190","2525, 1906, 14647"
"9191","27613, 9487, 15839"
"9192","3507, 978, 1380"
"9193","31592, 2525, 311"
"9194","12725, 31490, 16442"
"9195","29976, 30915, 2109"
"9196","1924, 2920, 1481"
"9197","30825, 4443, 10528"
"9199","1558, 3105, 4388"
"9200","3854, 27613, 33074"
"9201","1924, 1481, 1759"
"9202","3437, 3196, 1558"
"9203","8394, 16442, 1186"
"9205","1924, 2920, 1481"
"9206","6465, 1845, 11717"
"9207","31490, 2450, 1179"
"9208","2688, 29413, 30128"
"9209","2012, 28215, 589"
"9210","2688, 31491, 29413"
"9211","6465, 1275, 3396"
"9212","32034, 9494, 31050"
"9214","2947, 3196, 3854"
"9215","1924, 1481, 1558"
"9216","31490, 1493, 1924"
"9217","5753, 7303, 3868"
"9218","1924, 1925, 2920"
"9219","7303, 3129, 2506"
"9220","3196, 2648, 14647"
"9221","7303, 1153, 3381"
"9222","832, 1399, 5763"
"9223","2947, 8097, 1493"
"9225","3437, 8097, 1493"
